0.9992,1.6417141466
1.0586,1.385405426
1.1158,3.1367521133
1.1585,2.8833457979
1.2039,1.9756460316
1.2504,2.4508466349
1.2994,2.8116016952
1.347,0.8907018047
1.391,2.1138691393
1.436,2.5297115447
1.4784,1.9063061547
1.5315,3.1194451089
1.5901,1.6444673928
1.6372,1.9628062844
1.6858,2.6899267643
1.7284,1.995716449
1.7846,1.9898116097
1.8254,2.2082789035
1.8796,2.8599635005
1.9307,3.6110757754
1.9789,4.5818682298
2.022,4.897555419
2.073,2.5305255833
2.1308,4.5287265108
2.172,4.3770660695
2.2148,3.1492794412
2.2735,3.8464562034
2.3297,4.4489488155
2.38,3.764160037
2.426,4.6454052286
2.4827,3.0907700322
2.5423,5.8031863945
2.5877,3.3094677297
2.6415,3.3999228995
2.6837,5.7447166666
2.7345,5.274166784
2.7748,5.7252068786
2.8261,5.3463884471
2.8845,5.9140143567
2.9288,4.4998539282
2.9852,4.463498056
3.026,4.2867227486
3.0835,7.0283072674
3.1384,5.3841288648
3.1863,5.4490290585
3.2323,5.7796537814
3.2899,6.3919981294
3.334,6.3133637876
3.3808,6.7959505488
3.4325,7.9197938981
3.4877,5.4966413202
3.5427,6.8679515713
3.5975,8.2236899892
3.6437,6.3345824051
3.6965,6.5604465279
3.7526,7.6636485795
3.8016,7.4754140583
3.8531,8.2676403013
3.9054,6.8414043336
3.9648,8.8959061154
4.0223,7.4656745851
4.0713,7.3508940604
4.1302,8.9678990074
4.173,7.9234664457
4.2157,7.7634941579
4.2568,8.5746469076
4.3104,9.9980343804
4.3535,10.1978088494
4.4059,7.5225007115
4.4579,9.3757103653
4.5053,8.0533531618
4.554,8.2332377978
4.6068,9.8012676108
4.6517,8.0668022049
4.6953,9.4940380459
4.736,10.9746494916
4.7869,9.4910289079
4.828,8.3613513182
4.8728,9.6687506882
4.9306,8.5720013474
4.9835,11.4992462635
5.0235,10.2446966522
5.0763,10.3650194246
5.124,11.4942925893
5.1702,11.2697859642
5.2158,11.4782972037
5.2595,10.5723499735
5.3147,10.047416814
5.3718,10.9647677428
5.4279,11.533882552
5.4825,9.9238883552
5.5371,12.2725535334
5.5821,12.6078399028
5.6355,12.4768772614
5.6929,10.6714297554
5.7407,10.7530970338
5.7953,11.3399792185
5.8463,10.8244246018
5.8972,10.9973501507
5.9442,11.7926982047
5.9872,13.0005868473
6.0456,11.7561590668
6.1014,12.6509129229
6.1572,12.298887842
6.2004,12.2268839019
6.2599,11.4268436473
6.3165,12.4806882665
6.3707,13.8293539675
6.4113,11.7983409948
6.4526,11.012195319
6.5046,11.1384572444
6.5581,11.939808458
6.5995,12.8298677088
6.6443,12.972758793
6.6854,11.7600989798
6.733,12.3384954249
6.7834,12.6183395461
6.8283,13.4307143844
6.8711,13.3695568348
6.9186,14.4366930526
6.9595,12.7059848564
7.0169,13.9440844721
7.0589,14.2514100894
7.1049,12.7607934026
7.1557,13.7774495188
7.2152,12.173761448
7.269,13.6983091721
7.3143,12.1848762604
7.3647,12.9981178106
7.4093,14.6008681755
7.4616,13.7913987916
7.515,12.7253115606
7.5579,12.9868704538
7.606,12.9942596106
7.6552,14.5001952765
7.7014,14.623030323
7.7489,13.7245109667
7.7946,13.1835775626
7.835,14.5745412127
7.8831,14.6007813156
7.9302,13.2148650392
7.9826,14.6777193022
8.0241,12.4022456876
8.0726,14.8806255513
8.1298,13.3969486884
8.1725,12.8860454021
8.2287,12.867376288
8.2763,14.6020505761
8.3239,14.8496782668
8.3829,14.7326828449
8.438,14.4636066828
8.4866,12.9188738304
8.5429,13.99407615
8.6,13.970986976
8.6546,13.9160580029
8.7016,12.9323559017
8.7581,14.2811029919
8.8065,12.6919238168
8.8589,13.152818388
8.9058,12.2650667229
8.9588,12.240514713
9.0035,11.8750538328
9.0437,12.9065141609
9.0997,13.1121817332
9.1525,12.7028758293
9.202,12.1891821976
9.2442,12.5057774413
9.2845,14.2026973714
9.3398,13.1359853701
9.3824,11.8113926006
9.4308,13.5078746111
9.4732,14.0697078719
9.5283,14.1629557397
9.5783,13.5852380929
9.6293,13.5736067065
9.6815,12.1926094188
9.7343,11.0779765742
9.7814,11.0645938206
9.8412,11.4032331777
9.8816,13.5711113072
9.9276,13.4326992022
9.9824,13.5315251203
10.0314,11.1329870229
10.0737,12.0746242437
10.1256,12.1860330697
10.1692,12.7761281527
10.2186,12.7226339204
10.2669,11.198977554
10.3189,10.2051627518
10.3606,10.655955155
10.4158,11.2852060953
10.4608,10.3145290181
10.5073,10.403385407
10.5628,12.1038947064
10.6038,11.3912795489
10.6631,11.0671620277
10.708,9.3057395864
10.7512,8.9416685093
10.8109,10.3629328078
10.8511,9.6574531943
